user;calendar_date;market;registration_date;bet;win;session_duration_min;bonus
4acd863e3f695daca3874f2295196712;2012-01-12;Tallinn;2010-11-13;94.32;88.5;6.6;0
bc291e7ea3f6d93d67bbaeba9d273692;2012-02-20;Tartu;2011-11-24;214206.57;210691.18;39;0
b55219f2dc16f75ca653e489986e6f0f;2012-01-31;Tallinn;2010-11-24;187.98;167.45;50.8;0
6cf9c0d261a88159e5a89ee59388062e;2012-03-17;Tallinn;2011-02-10;325.17;303.9;77.2;8.9
35c913b23e415bc038e55a291618260e;2012-03-28;Tartu;2010-08-07;1.64;272.59;17;0
e004346993a63ffcbf48eec2380f5aa9;2012-02-06;Tallinn;2010-12-01;132.41;121.65;10.9;0
e5a2be2bf725dfde2db388800316e0c2;2012-02-13;Tallinn;2012-01-01;570322.53;604345.95;3.7;0
0f033ead76e40cac8b86cfad01162c55;2012-03-05;Tartu;2010-11-19;10.54;480.57;28.7;0
4ba63acf267286936fdfe6505f833f21;2012-03-11;Tallinn;2011-04-26;140.92;135.99;53.4;0
9d4baf6d4166e06fbd42daf1fe113322;2012-03-01;Tartu;2012-01-21;7.22;202.1;29.7;0
f4892998cd57f395724b955ddb9e0151;2012-02-20;Tartu;2011-07-23;372.01;386.47;10.2;0
675b6515b3dc4240e0c1c7f74c4d1d09;2012-01-16;Tallinn;2011-10-12;119.03;111.58;15.7;24.56
741a2fe5e972b25d5c0f6cf74bf64ecd;2012-03-19;Tallinn;2011-04-27;125.85;103.67;4.5;0
12739672d0a09478d263f9fc71e1256a;2012-03-13;Tallinn;2011-11-01;50.7;45.57;16.9;0
3a385f2be1b344ec83e100bc7b496149;2012-01-29;Tallinn;2010-11-08;207.99;173.96;27.2;0
3eb4ea444ea4d8495ed90b31ac250839;2012-02-25;Tartu;2010-10-02;64.44;59.6;24;0
dc012421eceafb5aeff2d0c86d3a82d2;2012-03-02;Tallinn;2011-08-27;19.6;18.35;10.4;0
d9b8e66077378c8e4975d4552847c327;2012-01-12;Tallinn;2010-10-06;531.14;501.19;17.9;0
4f9be67144f2930a75e8b01b4c3d0122;2012-02-16;Tallinn;2011-08-20;212.21;216.05;27.7;12.34
9c6152f428f3654125cbfe342159b058;2012-03-05;Narva;2011-10-07;10.36;506.28;42.2;0
6b7938200f0d62fc45b14d06b9d10586;2012-03-26;Tartu;2011-07-02;6.07;148.55;54.5;0
c36e03de0cc1b1cb4e0b901f53525430;2012-02-18;Tallinn;2010-12-25;200.1;198.02;14.9;0
386963b106c2626b94df4ead86557896;2012-01-09;Tallinn;2011-07-17;304.47;259.83;0.4;0
3d18a0853945ecd641f5fab4e0bc536c;2012-03-02;Tallinn;2010-11-08;213.09;197.01;4.9;0
44f20ad53b8e38a64cf243ad25feff90;2012-02-21;Tallinn;2010-07-14;97.47;100.51;1.1;3.27
8cd7bc85a3dc8d2dd40039990127b19a;2012-01-08;Tallinn;2010-08-02;22.35;21.55;43.4;0
bb0292fb3ac7236dcf703ab14d4a1033;2012-02-27;Tallinn;2011-02-14;306.17;302.91;15;0
59bd0b66975587ae182b59fd358fa636;2012-03-26;Tallinn;2011-01-15;555.49;559.49;45.3;0
756b1a756168514b3f500a1c4588b2d0;2012-02-03;Tallinn;2010-11-11;59.84;57.06;10.5;0
d803804c355c265f1ee54ec275340a2e;2012-01-16;Tallinn;2010-12-13;277.23;275.09;5.3;0
67533638767439ba96a6db4bd25e24e7;2012-02-20;Tallinn;2011-06-03;252.05;234.95;18.3;0
76624c90abf5d8bccff2683caf764af9;2012-01-02;Tallinn;2011-03-19;94.24;93.69;44.5;0
8a35c58d9747dc99cee13342b627e4ea;2012-02-07;Tallinn;2011-09-19;224.87;206.46;46.1;10.56
c32f1b38d63c4e3a9b34657c2c579f3b;2012-03-09;Tallinn;2010-08-15;281.54;261.54;23.2;6.64
747af6e9cf2908cc24e79ec7891068c7;2012-01-27;Narva;2011-10-06;916812.18;865529.11;0.5;0
30db723085dc54aa7fe7588145dfb91d;2012-03-23;Tartu;2011-03-02;5.97;166.6;45.8;0
534c251703741d7f63574ccc800a25fc;2012-01-28;Tartu;2012-01-10;136.17;137.08;24.5;0
b7c20b268cac8b8df5a3ee6844183b7e;2012-01-15;Tallinn;2011-09-02;134.68;147.6;36.3;0
2af30b89dc36b73bd535f44186c9224c;2012-02-23;Tallinn;2011-08-05;89.24;84.86;26.8;0
de594f9df580be9ea014a7fb82dbee1a;2012-02-02;Tallinn;2011-11-29;144.28;135.72;11.9;0
c0fb1f1d33f875e244b04245fa18a3a9;2012-03-29;Tallinn;2011-02-03;127.59;133.09;0.5;0
be6cf8af2a982ac643bd73d299e29c1a;2012-03-01;Tallinn;2011-04-18;179.32;185.98;56.1;0
68dcdcbf43d8a5e08d3f6f52ec3f3dab;2012-02-17;Tallinn;2011-08-03;321.04;303.91;34.9;0
c4dfefa6cba3770cce2cdcbe6d5ea54d;2012-01-10;Tallinn;2010-09-26;375.51;367.95;45.3;0
04a30288d786e6de27e8855492c4ec4d;2012-02-21;Tallinn;2011-12-15;271.24;254.26;51.9;0
55eab42c3cdf1a2512757cbe29bba2ad;2012-03-21;Tallinn;2011-03-30;155.04;141.27;36.5;0
a56445d774a907fb3f5f59df76353f45;2012-02-26;Tallinn;2010-09-09;584.81;596.07;36.1;0
a614041ad58f05dc056bb97d26503b13;2012-01-30;Tallinn;2011-04-02;195.47;181.78;65;0
67d5bbc2be5ca363b3203332b4d4dd47;2012-02-27;Tallinn;2011-04-28;420.23;440.53;45.7;0
065fff2c3520dcf027a0a22b848adb61;2012-01-26;Tallinn;2011-02-08;208.44;209.7;4.7;0
ebd5f9374262ed5cd67bcd5a439993c9;2012-01-23;Tallinn;2011-07-30;172.63;176.11;32.2;0
93ed9dac62f07b778d61edb30f1e5daa;2012-02-22;Tallinn;2011-09-19;237839.78;255624.32;41.5;0
7d27d2139febcea84f9efdaa05e86276;2012-03-03;Tallinn;2011-11-16;365.23;371.7;3.8;0
1772e36e8939e2a839898042c582db6a;2012-02-01;Tartu;2011-06-17;10.84;77.58;32;0
f2d7b209ba059467ee0cb95e05782ca6;2012-02-24;Tallinn;2011-06-20;56.55;56.9;80.8;0
9f85215763e5141db067455bf4d34197;2012-02-05;Tartu;2010-11-12;3.46;96.52;30;0
06ab036a85b5f7214c65ab5af9950f47;2012-03-12;Tallinn;2011-07-15;876.92;963.36;14.7;0
09ef21cc1de39664080abd7fe0757c02;2012-02-10;Tallinn;2011-05-22;519.7;472.7;14.6;0
7174ec9982aebbefba35dea56cb912e3;2012-02-07;Tallinn;2011-04-03;290.01;309.61;11;0
6385ec041f324cb2eaf74e5981e1434a;2012-03-07;Tallinn;2010-11-04;23.16;22.46;17;0
f22b24cc70dcbd6b631894573a8e3559;2012-02-24;Tallinn;2011-05-02;160.59;131.46;36.4;0
0ae7be3dbdcb439b84efdfb12ae0b733;2012-02-14;Tallinn;2011-06-03;278.01;276.41;46.2;0
63ed8186caa0f844e8f565c99975add3;2012-02-12;Tallinn;2011-06-07;128.49;149.71;47.7;0
8ca84747076e5d2e2ab34f6648f28cb5;2012-01-25;Tallinn;2011-04-25;63.29;71.98;8.8;0
27440f0e6767d841415f0e86289494b7;2012-02-09;Tallinn;2010-12-07;595.64;509.32;28.7;0
5611d2e5f46abbf1ad56a5c03c84b455;2012-02-03;Tallinn;2011-02-13;296.97;290.79;31.3;7.67
5c4f3535fecf6acc07b9e22a947d1958;2012-02-10;Narva;2011-11-01;53.25;5.19;7.9;0
e8a7c1f9c3dffeadef65f8204ceab6ad;2012-03-18;Tallinn;2011-03-22;71.45;64.43;31.5;0
ef459ec4b3e4466a1c58865d79c7ba4f;2012-03-29;Tallinn;2010-09-24;591.17;538.89;3.6;0
eae3af557ed44bbf899a068f06929999;2012-03-09;Tallinn;2010-10-13;39.49;38.46;18.2;18.34
1592e1f8883c3c3c7061bbbd78f2c626;2012-02-04;Narva;2011-10-18;-0.98;721.11;37.8;0
928cfd32121db16d614efffe92c18b54;2012-01-08;Tallinn;2010-08-07;222.62;217.68;48.8;2.16
bf086a460a050bf6e1fcba4af6a8797a;2012-03-17;Tallinn;2011-03-21;84.21;74.31;6.1;0
7fc1160f16819cc2bcdb0727b276ec15;2012-02-09;Tallinn;2011-03-29;68.95;62.39;1.4;4.09
e2478d84074bc3587a3e9f5d63f06d7d;2012-02-10;Tartu;2011-02-22;389.14;398.19;10;0
68f29fbdcc89417c0f5dc16cee849697;2012-01-28;Tallinn;2011-01-05;276.6;264.45;16.2;0
eaba09bb50b47adddbb2a866de506784;2012-03-20;Tallinn;2010-11-07;417.77;403.87;24.9;0
1636763148c366093237095ec70e4b93;2012-01-09;Tallinn;2011-07-12;207.35;194.1;4.2;0
e8640b74d81a4fadba3550d08240a8b2;2012-01-19;Tallinn;2011-03-27;150.61;152.99;41.3;0
d8f4d410c3123dd72966623f2fc434e2;2012-02-14;Tallinn;2011-01-08;250.62;258.2;32.8;2.79
75928b608fbc3fb704d47d22a176899e;2012-03-05;Tallinn;2011-08-04;403.69;376.58;4.6;0
5a208ce2e67c2acd7b1efed7f8c25cd8;2012-02-09;Tartu;2010-11-13;147.57;150.21;45.5;0
474fa48fb39401daf1d59384b9ca7fa9;2012-01-27;Tartu;2011-08-06;3.25;158.39;10;0
da55a82ae782d4fa87797431cfcd1c21;2012-01-16;Tallinn;2010-10-10;242.55;248.5;28.8;5.77
d7cca4cf1ec1c6bceab6de218f3f3db3;2012-02-01;Tallinn;2011-10-25;302.64;328.93;34.2;0
d189b0898ad5bcc567499d57b052490b;2012-03-24;Tallinn;2010-12-27;13.35;13.11;9.7;0
279fb79760ec30fa4e6508d893a33c60;2012-02-16;Tartu;2010-10-04;0.72;100.32;19.5;0
d241ea5d35de359f16b5fe353f506e4b;2012-03-07;Narva;2011-07-28;91.89;872.61;10.6;0
0854febfba674da2531539c867ac4b35;2012-02-06;Tallinn;2011-01-30;309.38;288.63;22.7;0
420160d429c5e329a7e5d1908b52d11f;2012-03-18;Tallinn;2011-04-19;61.35;62.48;11.7;0
2458cfafbafb2ad5cfe7e0bc3b2256ee;2012-01-17;Tallinn;2011-09-29;9.69;10.45;15.6;0
445fad4c2c823bd0537447a23064895e;2012-03-06;Tallinn;2010-11-21;246.05;243.25;48.3;0
1cd1abad1c0fe661736bc36b33b8ee15;2012-03-18;Tallinn;2011-07-20;331.02;329.67;30;0
b03da52c6b6be6ab7f42d79adfc8d76f;2012-02-08;Tallinn;2011-01-31;55.88;53.73;31.2;0
697efa51ab2a0784ac6ef4ed4dde6a22;2012-02-19;Tallinn;2011-01-16;231.49;205.09;35.6;0
e48ddf13edaa1ecbe692dc272ca6b557;2012-03-12;Tallinn;2011-10-02;9.15;9.69;61.9;0
1772e36e8939e2a839898042c582db6a;2012-01-08;Tartu;2011-06-17;11.65;0.06;78.6;0
49a8bb905c72b8aca1fe999fde2f58c6;2012-03-01;Tartu;2010-10-17;-7.12;82.53;44;0
352845adcf46a87bb7e314841aed2b84;2012-02-02;Tallinn;2011-07-28;212.55;185.12;16.8;0
41a2ac0e667e1337f4dd79f568163c38;2012-02-01;Narva;2012-01-01;1017090.2;920877.64;38.5;0
55eab42c3cdf1a2512757cbe29bba2ad;2012-03-29;Tallinn;2011-03-30;415.9;446.93;1;0
88432b431331212659c7ab10adfc8acd;2012-01-02;Tallinn;2010-09-23;446.1;467.61;69;18.56
9d4baf6d4166e06fbd42daf1fe113322;2012-03-04;Tartu;2012-01-21;3.78;149.46;49.9;0
6478fff4edc52b651ab04ecadd4d38c9;2012-02-06;Tallinn;2011-04-23;50.44;49.27;26.8;0
3f3cc3ca698db39ccb8ef4cd3a7a5dea;2012-03-10;Tallinn;2011-03-25;137.07;139.75;51.2;0
a6a846358ec3ae9d161db1463246f8fd;2012-01-31;Tartu;2011-06-04;-6.96;52.22;68.3;0
f44171aa42695cb6cdaa44244d4c22d2;2012-03-11;Tallinn;2010-11-13;160.36;149.52;9.6;0
eed0ffe843355393cf27cb278e4f6979;2012-02-06;Tallinn;2011-03-03;413.82;421.52;8.2;0
b13ec4e2fcc8c60d12cd84f251b3435d;2012-01-27;Tallinn;2011-01-08;45.89;44.87;15.2;12.02
7596c461a827391f50dc58e4656f9a24;2012-03-29;Tallinn;2010-10-04;521.63;544.21;28.1;0
c8b2a5ce7396f8d004c7da691c1d3e69;2012-02-11;Tallinn;2010-12-30;203.12;213.73;19.6;0
14c2ad880214a1ed903d296e433c3a10;2012-01-08;Tallinn;2011-03-31;698;652.58;19.3;0
90dbd45b517f23305fe3a6ec9a50624a;2012-03-28;Tallinn;2010-11-02;200.95;197.22;2.1;0
1a0ee292bd1e4bc20ef543ba58f623fc;2012-01-22;Narva;2011-06-07;21.84;4.94;8.9;0
41f455ecd54d2b96749d30460e5d97f9;2012-03-21;Tallinn;2012-01-19;158.93;142.25;6;0
71854a7824a2ce0327d461f9883823f8;2012-01-05;Tallinn;2012-01-05;25;24.74;2.1;5
1c9e7e304f338a1242ac98cc64fa46db;2012-02-23;Tallinn;2010-07-15;234.27;245.11;2.3;1.17
5827c4d5bf4afbfddffdea57e2011b2c;2012-02-07;Tartu;2010-09-26;1.9;176.31;1.7;0
8c24b9e3447305533d070639e35b45b5;2012-01-07;Tallinn;2011-07-11;63.2;58.74;11.4;0
1a9fade9a68e2e5d7e5aff4dc6e32179;2012-03-18;Tartu;2010-11-14;-1.6;189.98;36.3;0
5c695de9ce9b0c4a990bdd5f644ab975;2012-02-22;Tallinn;2011-12-04;240.55;203.02;20.9;0
ed23da30240f72473ae4f973ccfe7639;2012-01-31;Tartu;2010-10-05;16.39;119.58;50.7;0
68ce893c1d95197be98e6878980a2553;2012-01-20;Tallinn;2010-07-10;142.25;134.71;124.1;0
6478fff4edc52b651ab04ecadd4d38c9;2012-03-08;Tallinn;2011-04-23;629.58;629.51;20.4;15.78
61ce107215aeaaf86980ffa4338dabd2;2012-03-15;Tallinn;2011-11-18;709.14;677.42;6.6;0
5cf54a682919f4235104a695c2caea62;2012-01-03;Tallinn;2011-07-01;198.78;187.3;48.4;0
5a208ce2e67c2acd7b1efed7f8c25cd8;2012-03-18;Tartu;2010-11-13;41.76;39.19;30.4;0
b3d8d319139ced6818149147194d0941;2012-03-04;Tallinn;2011-05-30;559.27;563.97;47.9;10.84
4b52321ec1407101db3573c54dedf99a;2012-02-03;Tallinn;2010-08-21;91.79;89.26;7.8;0
34720217cc6a46c37ce868a48830ac64;2012-03-20;Tallinn;2011-05-21;291.19;262.84;21.6;0
1b53931044562aa6c4767e703b46778b;2012-02-16;Tallinn;2011-10-02;15.47;14.06;19.7;0
d27d55986f6d0e7011b25662d16e2aea;2012-02-23;Tallinn;2010-09-17;274.36;259.28;22.2;0
e4301419e7db3778923f9a02c78a028e;2012-02-06;Tallinn;2011-08-22;13.6;12.7;74.8;0
f561614fd29c779996a0f0c5ce397309;2012-03-19;Tallinn;2011-06-10;532.76;463.74;9.2;0
e7c2eb73805a843e98e7bf49f48df997;2012-03-13;Tallinn;2010-09-04;408.22;397.01;44;0
05198677df9a0aecdd55095403fb2f66;2012-03-09;Tallinn;2010-12-02;377.44;383.96;51.7;0
fc7d55c9e75154bb3a46c1849130ee80;2012-03-03;Tartu;2012-01-01;61058.67;58295.26;26.7;5177.64
468bcd8d6628b07615f5cadf29aac954;2012-03-29;Tallinn;2010-09-28;263.89;241.1;42.2;0
7491e01290aa1bccaef6ba0e42808566;2012-03-09;Tallinn;2011-05-08;38.19;34.82;10.6;0
2731b5dffe43e296ca2fe71c0d31bd03;2012-02-23;Tartu;2012-01-01;94030.84;84595.86;33;0
c5b10f6ea696c988d724bf81d69956c3;2012-01-28;Tartu;2011-12-27;411858.62;433013.51;9.4;0
b9dc2c3040297f72520ccb3a15533eb1;2012-01-22;Tallinn;2011-09-02;15.81;15.24;4.2;0
f9f015b8f0717757b94c2efabf598b55;2012-01-19;Narva;2010-11-04;5.31;174.48;18.4;0
bf381e6a14cff424eb1877f7243b6bd5;2012-02-16;Tallinn;2011-10-30;1.21;1.1;7.4;0
b624c8629f3e05316e9364924e77eebd;2012-02-20;Tallinn;2010-12-27;236.55;227.87;36.1;0
8aeaad4615094863c9a4b359b9b254fa;2012-03-15;Tallinn;2011-07-06;43.4;42.95;42.2;0
d298f5478121b763479794c80f790cbf;2012-02-07;Tallinn;2011-11-17;316.49;306.13;7.9;0
03ca6f00b3f249079708e7145b263a1f;2012-01-15;Tartu;2011-02-21;429.04;377.97;16.7;0
9fde128651225834b7cb9931742580e1;2012-01-05;Tallinn;2010-12-31;259.95;270.98;49.1;0
0f7ee8156219e461957f1da48eeba8e2;2012-02-29;Tallinn;2011-02-04;469.68;441.39;9.4;0
e9b28338d36301419741d38646fe247a;2012-02-02;Tallinn;2010-11-04;812.71;825.71;41.2;0
59bd0b66975587ae182b59fd358fa636;2012-03-02;Tallinn;2011-01-15;168.54;158.64;42.8;0
651e0468937905f47ff7bca3e217e15b;2012-03-27;Tallinn;2010-11-29;399.1;415.25;58.3;0
81a7b971b67f9362d7c6eab745683c47;2012-02-21;Tallinn;2010-09-08;501.18;494.45;59.2;0
94eb160b129156a516cd2e687cf122a2;2012-02-24;Tallinn;2010-09-12;63.4;67.58;54.7;0
7cdcf92bf788ff17209f582b7a9993bd;2012-03-18;Tallinn;2011-03-08;227.41;218.8;31.2;0
b9dc2c3040297f72520ccb3a15533eb1;2012-02-08;Tallinn;2011-09-02;127.22;130.68;8.8;0
a06bada261cda0f9ec3c72a6a4b4dffa;2012-01-19;Tallinn;2010-10-15;519.96;534.47;7.5;0
b310ccf030d72c39d2113819d60d75a9;2012-03-14;Tallinn;2011-06-12;257.82;240.92;28.5;0
9b3561d04febd3916fce24dba9e0ad2a;2012-01-20;Tartu;2011-05-15;2.43;23.14;0.7;1.54
c28b01550538a7e40d3bbb5fda1ee26d;2012-03-28;Tallinn;2011-10-03;80.26;74.5;27.3;0
4acd863e3f695daca3874f2295196712;2012-01-25;Tallinn;2010-11-13;259.4;255.08;72.2;0
6e67e9904dc0617f5ffb54702f320b01;2012-03-13;Narva;2011-10-08;112905.3;98891.29;33.5;0
000085f378c0f6e8787a6667052f8ed1;2012-02-17;Tartu;2011-08-18;52.57;55.98;1.2;0
d95c1953de8dab1c15560914d69b806f;2012-03-24;Tallinn;2010-09-22;69.41;65.03;10.3;10.75
fd0b99739e0e6b194c2ad5d1a11c3d50;2012-03-20;Tallinn;2012-01-01;133341.21;118513.66;54.6;4481.59
9df2bbac7630102004a79d07e6f1bfc2;2012-01-20;Tallinn;2010-10-07;1.18;1.09;40.5;0
b752f956bee087630bcdcebc6b5cd87a;2012-02-29;Tallinn;2010-11-11;147.2;136.49;24.2;0
9e5143be0d448ea62a7b98ce05472146;2012-02-06;Tallinn;2011-10-22;219.2;206.27;28.3;0
e8d9f288f8df372d0231c63f9488e50d;2012-02-01;Tallinn;2011-07-09;194.57;195.53;8.2;13.84
b9431eb2c2068fe2d2edddf1db093772;2012-03-20;Tallinn;2011-01-18;560.9;581.35;13.7;0
5778760b2f58002db22a58bbc925d977;2012-02-13;Narva;2010-12-21;120.47;110.1;2.2;0
d457146c0303d3cf144ad7f9762ef574;2012-03-01;Tallinn;2011-11-15;112.87;108.46;15.6;0
f4892998cd57f395724b955ddb9e0151;2012-03-28;Tartu;2011-07-23;509.19;478.11;25.4;0
70fc1be6f43e34ae417b773c8a8c50b4;2012-03-12;Tallinn;2011-12-18;177.15;178.51;65.6;0
4a8d36182c479bdde2fc99f7e8d08070;2012-02-20;Tallinn;2010-11-17;179.65;168.67;50.7;0
50fac12fb44409e88bb5478831d868df;2012-01-31;Tallinn;2011-11-07;208.95;203.22;48;0
6aea06e27a19e409041d72dbe99de2c7;2012-03-12;Tallinn;2010-08-16;85.43;85.86;12.5;0
9b08d67980a7dfcef93c408541437f10;2012-03-09;Tallinn;2011-01-28;141.54;166.62;25.5;0
f5259a657c792f0d3297213adea3d930;2012-02-18;Narva;2010-08-25;7.69;431.5;46.3;0
d30c6f024494bc4ee9064d0313fb9eda;2012-02-23;Tallinn;2011-07-10;219.77;223.33;45.2;2.55
a910db238e0b58503f66edb93ff51143;2012-02-15;Tallinn;2011-06-01;314.86;326.97;31.6;0
3cb96f9a9e726c4410cadb30f4e8ac06;2012-01-27;Tallinn;2010-09-22;292.64;261.06;29.1;0
83ff83d44a891fc76f28b80c10fcc193;2012-03-03;Tallinn;2011-11-24;445.79;431.71;19.7;0
0d59cd1755fa09c1c16401c39748146a;2012-01-26;Tallinn;2011-05-13;67.18;60.62;21.2;0
02552dd3c46ff0e3b25f20619794c676;2012-03-06;Tartu;2011-06-16;8.97;8.34;53.4;21.45
f06d24bbbdcacbcb16cd660fc9c7e4f2;2012-02-04;Tartu;2011-07-16;2.79;50.86;7.9;0
c271155dfe7acbe88f0def403a5933ae;2012-03-20;Tallinn;2011-04-18;115.59;97.98;18.8;17.22
4acd863e3f695daca3874f2295196712;2012-01-22;Tallinn;2010-11-13;982.81;1026.46;50.5;0
8f31ca00c6ce6e820493c0c218b8e0c5;2012-01-25;Tallinn;2011-01-26;325.88;308.07;9.5;0
0ae7be3dbdcb439b84efdfb12ae0b733;2012-02-23;Tallinn;2011-06-03;371.54;349.69;26.5;4.99
bfd0d57a74f27ffff738acae1a5cc4b3;2012-03-01;Tallinn;2011-06-11;117.37;117.67;34;0
70fc1be6f43e34ae417b773c8a8c50b4;2012-03-09;Tallinn;2011-12-18;286.06;283.58;7.2;0
700479602e659e148c05aba188bcc27d;2012-01-24;Tallinn;2010-10-27;109.67;109.54;0.4;11.3
523ae1ae4511a8a7dc974e03f5505351;2012-01-05;Tallinn;2012-01-05;25;24;3.4;5
ce22634dd9b97fbd5b464124c5c6a71e;2012-01-28;Tallinn;2011-05-03;403.22;429.44;72.7;0
a57d3735ce1fae80c98792b36795e7f4;2012-03-01;Tallinn;2010-09-19;445.2;469.76;91.7;0
2e26181bfc3f80cd9c6546f30a43b6b4;2012-02-10;Tallinn;2011-11-15;204.23;206.64;13.1;0
b4e6ed6ca25347a116af4fbd5289d375;2012-01-10;Tallinn;2010-12-04;455.29;478.8;46.5;0
fd0b99739e0e6b194c2ad5d1a11c3d50;2012-03-02;Tallinn;2012-01-01;50882.61;51661.67;12.1;0
c84e75ade83457243268227f97f6c3ef;2012-01-24;Tallinn;2011-01-01;170.72;166.83;44.4;0
